Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,label
0.6537606,0,0.87482834,1.5849086,0.23144612,0,0.4193213,1.1694125,0.93200433,0,0.37819073,1.4975618,0.84655976,0,0.08398715,1.1218903,0.45982155,0,-0.557554,0.55666643,1
0.47509542,0,0.6801149,1.8072413,0.55595195,0,0.31889525,1.3999599,1.0676076,0,0.4268519,1.6388128,0.73339397,0,0.025301212,1.0122555,0.428453,0,-0.682746,0.4827461,1
0.26954406,0,0.133516,1.3398954,0.52004385,0,0.05435447,1.3283366,1.0016916,0,0.15856206,1.4026047,0.5161105,0,-0.1587497,0.90298545,0.31857,0,-0.6787003,0.2539011,1
0.1515578,0,0.53374237,0.9599088,0.19672109,0,0.46991515,0.58818656,0.7008346,0,0.5897326,0.9570475,0.3265954,0,-0.082826525,0.6231272,0.24705994,0,-0.3663364,0.23893422,1
0.09646308,0,0.9173072,0.9599088,-0.09031977,0,0.85702187,0.58818656,0.4716892,0,0.62303334,0.9570475,0.36005598,0,-0.05050239,0.6231272,0.22708194,0,-0.32466605,0.23893422,1
0.09646308,0,1.0548828,0.9599088,-0.09031977,0,0.86930996,0.58818656,0.4716892,0,0.46442124,0.9570475,0.36005598,0,-0.002098007,0.6231272,0.22708194,0,-0.41050923,0.23893422,1
0.39977196,0,0.35193095,0.45340818,0.38109174,0,0.013881078,0.42463398,0.8855812,0,0.20223583,0.7773806,0.60416967,0,-0.028518941,0.40811908,0.3321891,0,-0.5468691,0.29995504,1
0.39727905,0,-0.016529093,0.3003391,0.31117502,0,-0.045061663,0.5247136,0.5373526,0,0.028577097,0.62773895,0.4817148,0,-0.14403246,0.3284086,0.2748234,0,-0.4304253,0.3101827,1
-0.108670905,0,0.8620797,0.082379036,0.33009702,0,0.38863477,0.37894064,0.45502788,0,0.70109,0.34278277,0.53221315,0,-0.06316696,0.29309803,0.14418608,0,-0.28397626,0.22985725,1
-0.22404161,0,1.2115061,0.051116917,0.24770774,0,0.7204721,0.28998414,0.44353676,0,0.70109,0.34278277,0.55464983,0,0.13101766,0.31619614,0.009747778,0,-0.25557286,0.18572387,1
1.0213535,0.43466347,0.18252718,0.73543686,1.0173596,-0.09334277,-0.27067298,0.7703913,1.1493864,0.24574554,0.16559339,0.85477346,1.0980077,-0.027708024,-0.07784392,0.7850579,0.78718644,-0.45618498,-0.42801604,0.37475395,1
0.92708254,0.60678095,0.65020275,1.382213,1.1644884,0.1612788,-0.09340752,1.2153747,1.3368129,0.13471888,0.04280998,1.4181948,1.3348311,-0.14598174,-0.14424686,0.9619009,0.9359599,-0.5002833,-0.52157974,0.5047624,1
0.7339597,0.7616059,0.86035025,1.5651133,1.2580827,0.055548422,0.006369676,1.375869,1.2987598,-0.111194216,-0.22373913,1.4461764,1.4928354,-0.028920623,-0.26233625,0.9600506,1.0866743,-0.47333142,-0.60309976,0.43452793,1
0.7339597,0.57080305,0.61181813,1.4443661,1.2580827,-0.15501167,0.40721405,1.2853155,1.2987598,0.11152839,0.46089354,1.0158134,1.4928354,-0.08841781,2.90E-05,0.7189933,1.0866743,-0.43391135,-0.44225204,0.3212418,1
0.7339597,0.5911127,0.9379137,1.3640493,1.2580827,-0.25305203,0.72251606,1.11995,1.2987598,0.033375833,0.45679662,0.8327313,1.4928354,-0.07172358,0.14739598,0.66380244,1.0866743,-0.46872684,-0.26548517,0.28179508,1
0.7339597,0.5911127,1.2350368,1.3640493,1.2580827,-0.25305203,0.7041672,1.11995,1.2987598,0.033375833,0.44680202,0.8327313,1.4928354,-0.07172358,0.014761638,0.66380244,1.0866743,-0.46872684,-0.47414035,0.28179508,1
0.7339597,0.55566484,0.5149458,1.3640493,1.2580827,0.5049095,0.3154592,1.11995,1.2987598,0.5522638,0.66287506,0.8327313,1.4928354,0.05626347,-0.016419465,0.66380244,1.0866743,-0.42905137,-0.5025081,0.28179508,1
0.7339597,0.47123826,0.5234736,1.3640493,1.2580827,0.25859746,0.43526393,1.11995,1.2987598,0.5035784,0.65582776,0.8327313,1.4928354,-0.022513673,0.004356277,0.66380244,1.0866743,-0.3917644,-0.3973189,0.28179508,1
0.7339597,0.23447846,0.7109403,1.3640493,1.2580827,-0.06399895,0.68108565,1.11995,1.2987598,0.13204138,0.28513417,0.8327313,1.4928354,-0.002033385,0.11006165,0.66380244,1.0866743,-0.388691,-0.3148411,0.28179508,1
0.7339597,0.23447846,0.7109403,1.3640493,1.2580827,-0.06399895,0.68108565,1.11995,1.2987598,0.13204138,0.28513417,0.8327313,1.4928354,-0.002033385,0.11006165,0.66380244,1.0866743,-0.388691,-0.3148411,0.28179508,1
0.7339597,0.23447846,0.7109403,1.3640493,1.2580827,-0.06399895,0.68108565,1.11995,1.2987598,0.13204138,0.28513417,0.8327313,1.4928354,-0.002033385,0.11006165,0.66380244,1.0866743,-0.388691,-0.3148411,0.28179508,1
0.7339597,0.23447846,0.7109403,1.3640493,1.2580827,-0.06399895,0.68108565,1.11995,1.2987598,0.13204138,0.28513417,0.8327313,1.4928354,-0.002033385,0.11006165,0.66380244,1.0866743,-0.388691,-0.3148411,0.28179508,1
0.7339597,0.23447846,0.7109403,1.3640493,1.2580827,-0.06399895,0.68108565,1.11995,1.2987598,0.13204138,0.28513417,0.8327313,1.4928354,-0.002033385,0.11006165,0.66380244,1.0866743,-0.388691,-0.3148411,0.28179508,1
0.7339597,0.23447846,0.7109403,1.3640493,1.2580827,-0.06399895,0.68108565,1.11995,1.2987598,0.13204138,0.28513417,0.8327313,1.4928354,-0.002033385,0.11006165,0.66380244,1.0866743,-0.388691,-0.3148411,0.28179508,1
0.7339597,0.23447846,0.7109403,1.3640493,1.2580827,-0.06399895,0.68108565,1.11995,1.2987598,0.13204138,0.28513417,0.8327313,1.4928354,-0.002033385,0.11006165,0.66380244,1.0866743,-0.388691,-0.3148411,0.28179508,1
0.7339597,0.79405075,0.7109403,1.3640493,1.2580827,0.06429326,0.68108565,1.11995,1.2987598,0.23453347,0.28513417,0.8327313,1.4928354,-0.003874878,0.11006165,0.66380244,1.0866743,0.2892851,-0.3148411,0.28179508,1
0.7339597,0.74561685,0.7109403,1.3640493,1.2580827,0.050658654,0.68108565,1.11995,1.2987598,0.22594017,0.28513417,0.8327313,1.4928354,-0.016083408,0.11006165,0.66380244,1.0866743,0.2661424,-0.3148411,0.28179508,1
0.7339597,0.74561685,0.7109403,1.3640493,1.2580827,0.050658654,0.68108565,1.11995,1.2987598,0.22594017,0.28513417,0.8327313,1.4928354,-0.016083408,0.11006165,0.66380244,1.0866743,0.2661424,-0.3148411,0.28179508,1
0.7339597,0.74561685,0.7109403,1.3640493,1.2580827,0.050658654,0.68108565,1.11995,1.2987598,0.22594017,0.28513417,0.8327313,1.4928354,-0.016083408,0.11006165,0.66380244,1.0866743,0.2661424,-0.3148411,0.28179508,1
0.7339597,0.7459759,0.94949913,1.3640493,1.2580827,0.32316074,0.17895612,1.11995,1.2987598,0.6375245,0.30136994,0.8327313,1.4928354,0.20959201,0.18111748,0.66380244,1.0866743,0.050290983,-0.3854581,0.28179508,1
0.7339597,0.8033585,0.9561399,1.3640493,1.2580827,0.41088167,0.18573631,1.11995,1.2987598,0.46551064,0.014664656,0.8327313,1.4928354,0.4297522,0.26221937,0.66380244,1.0866743,0.6350499,-0.3409379,0.28179508,1
0.7339597,1.0521064,0.9561399,1.3640493,1.2580827,0.14487386,0.18573631,1.11995,1.2987598,0.29635346,0.014664656,0.8327313,1.4928354,0.19560586,0.26221937,0.66380244,1.0866743,0.3808004,-0.3409379,0.28179508,1
0.7339597,0.5056187,0.31844816,1.3640493,1.2580827,0.0612536,-0.35440412,1.11995,1.2987598,0.1850165,-0.2590322,0.8327313,1.4928354,0.46493953,0.15169114,0.66380244,1.0866743,0.25594714,0.1287393,0.28179508,1
0.7339597,0.44204,0.90290755,1.2280405,1.2580827,-0.060355,0.34738052,0.8765598,1.2987598,0.18656145,-0.1229806,1.1147823,1.4928354,0.33940014,0.006528655,1.1917596,1.0866743,0.12845628,-0.19495967,1.1403904,1
0.7339597,0.011352031,0.9770031,1.2280405,1.2580827,-0.040017243,0.45582375,0.8765598,1.2987598,0.20585977,-0.07775584,1.1147823,1.4928354,-0.11332473,-0.04298004,1.1917596,1.0866743,-0.37132886,-0.53043157,1.1403904,1
0.7339597,0.087802,0.18510623,1.0964957,1.2580827,0.04699779,0.07636569,1.2094624,1.2987598,0.4637958,0.12563184,1.5123631,1.4928354,0.00451464,-0.06222981,0.9251643,1.0866743,-0.40348628,-0.40827087,0.5655709,1
0.7339597,0.21110828,0.6698585,1.1716101,1.2580827,0.22142701,0.44061568,1.3029265,1.2987598,0.41336894,0.40968525,1.5002701,1.4928354,-0.04920378,0.022205215,0.9224958,1.0866743,-0.25485125,-0.27147108,0.55147004,1
0.7339597,0.7570074,0.6295778,1.2468932,1.2580827,0.3532975,0.5127587,1.2296393,1.2987598,0.31727126,0.3621332,1.305458,1.4928354,0.16121425,0.10049962,0.7827805,1.0866743,-0.41157997,-0.22220129,0.42710546,1
0.7339597,0.6783819,1.1667604,1.2468932,1.2580827,0.29665115,0.9324227,1.2296393,1.2987598,0.29449514,0.34971818,1.305458,1.4928354,0.058169942,-0.008004051,0.7827805,1.0866743,-0.40391365,-0.32662418,0.42710546,1
0.7339597,0.65656763,1.1774627,1.2468932,1.2580827,0.4693451,0.94629,1.2296393,1.2987598,0.2361469,0.3368098,1.305458,1.4928354,0.045962743,0.003037956,0.7827805,1.0866743,-0.23000838,-0.26279873,0.42710546,1
0.7339597,0.69531685,0.15304744,1.2468932,1.2580827,0.5144876,0.21221837,1.2296393,1.2987598,0.23454063,-0.000735656,1.305458,1.4928354,0.06941583,0.07476788,0.7827805,1.0866743,-0.21736121,-0.6049157,0.42710546,1
0.7339597,0.69531685,0.15304744,1.2468932,1.2580827,0.5144876,0.21221837,1.2296393,1.2987598,0.23454063,-0.000735656,1.305458,1.4928354,0.06941583,0.07476788,0.7827805,1.0866743,-0.21736121,-0.6049157,0.42710546,1
-0.087324806,0.67622346,0.72268164,0.6395574,-0.2930685,0.3243019,0.24789655,0.5951063,0.45628494,0.30806586,0.4759945,1.0518016,0.6099475,0.10611497,-0.012414336,0.6465345,0.17804985,0.191959,-0.07975703,0.2519308,1
-0.087324806,0.67622346,0.72268164,0.6395574,-0.2930685,0.3243019,0.24789655,0.5951063,0.45628494,0.30806586,0.4759945,1.0518016,0.6099475,0.10611497,-0.012414336,0.6465345,0.17804985,0.191959,-0.07975703,0.2519308,1
-0.087324806,0.35130832,0.1291962,0.5574249,-0.2930685,0.09038498,0.3478467,0.17672023,0.45628494,-0.11038531,0.041178413,0.5049849,0.6099475,0.04408066,0.08034396,0.6747222,0.17804985,-0.2818162,-0.29800662,0.12967308,1
-0.087324806,0.66836005,0.42104694,1.0360305,-0.2930685,0.2556478,0.40308934,0.5872942,0.45628494,0.38159633,0.29000506,1.128572,0.6099475,0.0681282,0.06354314,0.70245206,0.17804985,-0.023156758,-0.36686897,0.21620327,1
0.6375243,0.17781618,0.119217195,1.3453007,0.4267993,-0.10934985,0.06494963,1.3073019,0.39167258,0.17231472,0.3898695,1.3389692,0.96604687,-0.014158791,-0.08268418,0.8905602,0.9008317,-0.2506737,-0.49879098,0.26756987,1
0.9685935,0.03011537,0.26163477,1.3453007,0.69744843,0.113530695,0.25100034,1.3073019,0.6656229,0.26777333,0.39141572,1.3389692,1.0551294,0.2175384,0.21000618,0.8905602,0.63219637,-0.12996468,-0.3093948,0.26756987,1
0.91819125,0.4103799,0.5507806,0.69265085,0.63440394,0.19096091,0.24147491,0.5426018,0.68739015,0.29145178,0.5228814,0.7147954,0.99708825,0.20177363,0.2151128,0.5511691,0.6155286,-0.09113115,-0.22460721,0.16058405,1
0.7700727,0.5691698,0.8751378,1.0581013,0.51359135,0.3711107,0.51569194,0.99961466,0.6326359,0.33031872,0.6898549,1.2192218,0.64864224,0.1968203,0.07754563,0.6746299,0.68388677,-0.20379567,-0.322707,0.18724273,1
0.89059496,0.4646002,0.8131863,0.9649245,0.6826672,0.22008413,0.30634636,0.7218147,0.77913827,0.40617213,0.60044867,1.1528976,0.6157429,0.06753608,-0.030311907,0.61046165,0.49175262,-0.29387188,-0.4307677,0.2850105,1
1.0818567,0.64120156,0.9804529,0.8925176,0.9586722,0.3338595,0.6499745,0.6334647,1.2097535,0.6143281,0.4167945,0.94571334,0.68637294,-0.012939731,-0.10007114,0.6092788,0.17671062,-0.45329234,-0.6280836,0.21241906,1
0.7477676,0.29361188,0.43765834,1.2130852,0.6472411,0.12152388,0.41534156,0.87156636,1.1991726,0.558638,0.3294636,1.2468051,0.5307981,-0.13484983,-0.20143281,0.61327755,0.20178136,-0.52113736,-0.5410141,0.39539,1
-0.62424856,0.8302912,-0.1321071,1.3214039,-0.0869329,0.10590693,-0.42501757,0.8816824,-0.022832226,-0.09609882,-0.17415597,1.1531881,0.4529879,-0.16382368,-0.2196687,0.61265683,0.16149554,-0.45858803,-0.37582177,0.38210478,1
0.93344945,0.60488546,0.14562573,0.8317923,-0.271479,-0.07459944,-0.18638575,0.4879966,0.53253764,-0.11803974,0.2501372,1.1822731,0.7000557,-0.16922717,-0.31973836,0.7993154,0.6391967,-0.53440785,-0.36471888,1.023464,1
0.7318199,0.19545309,-0.22095224,0.888054,-0.26823652,-0.20717825,-0.09679229,0.5040439,0.5817262,-0.15759616,0.3466741,1.1165552,0.72545594,-0.07362011,-0.23370966,0.9506309,0.48319736,-0.4282318,-0.48067272,0.86574775,1
-0.02029574,1.2074115,-0.1528865,1.052196,-0.18158714,0.595669,0.05854999,0.634595,0.28363395,0.59306777,0.14694734,0.45109168,0.72070724,0.050062925,-0.074525796,1.1411139,0.10633485,-0.45298192,-0.7036558,0.52486724,1
-0.02029574,0.8271217,-0.1528865,1.052196,-0.18158714,-0.07791993,0.05854999,0.634595,0.28363395,0.234405,0.14694734,0.45109168,0.72070724,-0.001678899,-0.074525796,1.1411139,0.10633485,-0.3673106,-0.7036558,0.52486724,1
0.6747052,0.500913,0.3722256,1.052196,0.3986573,-0.07924175,0.15203322,0.634595,0.36510098,-0.020433733,0.20231833,0.45109168,0.89341986,-0.12394109,0.011001321,1.1411139,0.5640596,-0.41865993,-0.2907251,0.52486724,1
0.6922766,0.68668306,0.38159177,1.052196,0.4539742,0.19521505,0.28026676,0.634595,0.34820434,0.3341168,0.18986332,0.45109168,0.8489891,-0.043576438,0.039136402,1.1411139,0.48379427,-0.40401298,-0.30953142,0.52486724,1
0.6922766,0.37853286,0.3877036,1.052196,0.4539742,0.23144163,0.5314749,0.634595,0.34820434,0.44159433,0.19276607,0.45109168,0.8489891,0.24979737,0.31528276,1.1411139,0.48379427,0.0789134,0.29799885,0.52486724,1
0.6922766,0.27319354,0.34212223,1.052196,0.4539742,0.03774018,0.3256882,0.634595,0.34820434,0.42272985,0.48970684,0.45109168,0.8489891,0.5262221,0.41246498,1.1411139,0.48379427,0.46057066,0.4562615,0.52486724,1
0.6707636,0.024719069,0.2886951,1.0124027,0.5951294,-0.19661024,0.206986,0.9263476,0.92332155,-0.017223442,0.42759815,0.7707017,0.7665815,0.31926468,0.23352914,0.6772201,0.55362666,0.16215846,0.31142718,0.2103469,1
0.5419991,-0.11558646,0.16063806,0.9653177,0.70311296,-0.25401488,-0.16042261,0.9345781,1.298797,0.13651504,0.12838916,0.92694193,1.2267272,0.3280768,0.083627865,0.74473107,1.1606013,0.23964693,-0.00082797,0.2925163,1
0.78713524,-0.22066149,0.49557555,0.7616173,0.32858932,-0.055473752,0.13350126,0.24819738,0.7980404,0.3524062,0.34500626,0.90551615,1.3108929,0.36982253,0.1821452,0.5918324,1.0178878,0.22381827,-0.11558329,0.29391453,1
0.97787815,0.17136723,0.61456394,0.9739916,0.7459178,-0.04826291,0.4410341,0.91449475,0.98321515,0.47521675,0.51206166,1.0361446,1.1094126,0.16738117,0.18852396,0.58055335,0.8392624,-0.08113381,-0.2472334,0.17032103,1
0.9082134,0.5265947,0.8138806,0.892273,0.84249365,0.27024758,0.70682114,0.9959283,1.105942,0.45343292,0.5697805,1.1195245,1.1339409,0.3295871,0.30314738,0.6486585,0.929486,-0.009809457,-0.28794336,0.28081417,1
0.078868546,0.60877275,0.19580252,0.11418742,0.27361113,0.498247,0.11283639,0.5382631,0.91448873,0.37083945,0.28400272,0.9501675,1.1133336,0.22528283,-0.03532506,0.44194105,0.975795,-0.017616265,-0.26851287,0.38493985,1
0.89015806,0.40030497,0.17738414,0.6576506,0.8788789,0.12155879,0.06444544,0.56626636,0.5230032,0.40647227,0.4373579,0.5902214,0.7362209,0.19953522,0.010362528,0.21129203,0.79633445,-0.24299332,-0.28440782,0.32477832,1
0.89015806,0.20267195,-0.09051412,0.7163987,0.8788789,0.114726186,0.27050853,0.6947404,0.5230032,0.31994015,0.3611957,0.5030185,0.7362209,0.17565782,0.020682182,0.19561143,0.79633445,-0.34705418,-0.3737627,0.25240868,1
0.46919534,-0.39021835,-0.034695372,0.7163987,0.83804184,-0.35691434,0.31650296,0.6947404,0.8949494,0.23836546,0.1712739,0.5030185,0.56127995,0.03247279,0.05433742,0.19561143,0.30270538,-0.39182386,-0.36837316,0.25240868,1
1.208694,0.7296987,0.5344825,0.54997796,1.099654,0.5761178,0.29131618,0.5165695,1.0918113,0.9325136,0.36988997,0.89577013,0.5935822,-0.1619531,-0.041907273,0.57065356,0.32779193,-0.4646927,-0.58432716,0.06916773,1
1.244258,0.8125241,1.2272158,0.5375307,0.8097319,0.34632707,0.97196627,0.5248829,1.0407853,0.43964237,0.8199497,0.90012217,0.7990029,-0.035864163,-0.1069822,0.55546343,0.43728858,-0.49550867,-0.5967905,0.06859052,1
1.244258,0.7889035,1.1838359,0.54829353,0.8097319,0.46763882,0.93717945,0.57965165,1.0407853,0.47686675,0.81783754,0.8969783,0.7990029,0.008713569,-0.13604876,0.5808362,0.43728858,-0.60467255,-0.5204874,0.111875065,1
1.244258,0.9745676,0.9310049,0.54829353,0.8097319,0.8761882,0.64936835,0.57965165,1.0407853,0.5385914,0.6845847,0.8969783,0.7990029,-0.027104503,-0.23467213,0.5808362,0.43728858,-0.65180385,-0.5549591,0.111875065,1
1.244258,0.7073062,0.6985168,0.54829353,0.8097319,0.31328547,0.48688692,0.57965165,1.0407853,0.3928474,0.5939956,0.8969783,0.7990029,0.048015963,-0.08474148,0.5808362,0.43728858,-0.64308006,-0.5343044,0.111875065,1
1.244258,1.0921733,0.9393814,0.54829353,0.8097319,0.82742125,0.5167055,0.57965165,1.0407853,0.89889896,0.576203,0.8969783,0.7990029,0.041526332,-0.03444217,0.5808362,0.43728858,-0.48234123,-0.44392923,0.111875065,1
1.108676,0.6265287,0.8267823,1.0794884,0.88975525,0.27498254,0.43825063,0.7068329,0.82985306,0.7000625,0.5504511,0.87398744,0.5270602,-0.049351405,-0.2024255,0.4880632,0.18358709,-0.44432947,-0.5379584,0.030024312,1
0.9678512,0.9396174,0.728792,1.0839276,0.99580103,0.7920743,0.45338535,0.82789814,0.795869,0.86604506,0.3608884,0.8723442,0.5275686,-0.20349023,-0.14988376,0.44538856,0.22322586,-0.40700653,-0.3546084,-0.097574614,1
1.0343897,0.97241366,0.7670325,0.6238816,0.9450211,0.78349316,0.54048634,0.7637562,0.8269933,0.861063,0.3243589,0.76138747,0.6754538,-0.0883603,-0.07712786,0.24539647,0.71158636,-0.38926765,-0.42414856,0.20048724,1
1.0343897,0.6790894,0.71264064,0.6238816,0.9450211,0.7615633,0.5465827,0.7637562,0.8269933,0.86521447,0.209156,0.76138747,0.6754538,0.027313532,-0.09636074,0.24539647,0.71158636,-0.32844537,-0.7024193,0.20048724,1
1.0343897,0.47846213,0.20113146,0.6238816,0.9450211,0.18761882,0.18300284,0.7637562,0.8269933,0.5404192,0.65447277,0.76138747,0.6754538,0.3138225,0.6767531,0.24539647,0.71158636,0.7664943,0.8799014,0.20048724,1
1.0343897,0.53671,0.5277169,0.25881577,0.9450211,0.1418711,0.367495,0.376625,0.8269933,0.30897817,0.71942097,0.31580606,0.6754538,0.49826252,0.6884073,1.0058789,0.71158636,0.8766225,0.75417,0.8390681,1
0.050362118,0.33742234,0.34073523,0.44711164,0.30951682,-0.13680474,0.08764866,0.24500863,0.3162948,0.35481057,0.49186528,0.5495423,1.2029989,0.31497538,0.30496863,0.61396164,1.0388647,0.25372836,-0.078806266,0.22509444,1
0.120037846,0.32150233,0.4634301,0.7325175,0.5583554,0.021081831,0.2891636,0.8599556,0.8666958,0.39805734,0.13775344,1.0079062,1.102949,0.16201456,0.19050461,0.4757818,0.88586813,0.10920623,-0.12801903,0.11127135,1
0.31247655,0.5556986,0.87072635,1.0109203,0.7954528,0.20356643,0.45746994,1.1937659,0.8666958,0.19992687,0.195564,1.0079062,1.0209533,0.2013867,0.07116715,0.5592954,0.65174484,0.033166923,-0.20009242,0.12883656,1
0.31247655,0.44992664,0.9174309,1.0109203,0.7954528,0.32815123,0.5284789,1.1937659,0.8666958,0.4104308,0.18501775,1.0079062,1.0209533,0.61674,0.08996255,0.5592954,0.65174484,0.9863288,-0.32758057,0.12883656,1
0.31247655,0.48767024,0.9174309,1.0109203,0.7954528,0.28802416,0.5284789,1.1937659,0.8666958,0.59242374,0.18501775,1.0079062,1.0209533,0.604984,0.08996255,0.5592954,0.65174484,0.87799037,-0.32758057,0.12883656,1
0.31247655,0.79411477,0.85503477,1.0109203,0.7954528,0.7169287,0.3533393,1.1937659,0.8666958,0.56599253,0.22223799,1.0079062,1.0209533,0.29246578,0.14166772,0.5592954,0.65174484,0.089655705,-0.44353226,0.12883656,1
0.31247655,1.0138087,0.59376746,1.0109203,0.7954528,0.8648111,0.10734867,1.1937659,0.8666958,0.5481152,0.25132868,1.0079062,1.0209533,0.23483795,0.05285744,0.5592954,0.65174484,-0.20581836,-0.35287163,0.12883656,1
0.38585237,0.08140464,-0.13792235,1.022198,0.46428967,-0.010998121,-0.33276704,0.89086086,0.5429246,0.11660103,0.018998604,0.54125005,0.9161062,-0.084000446,-0.09352577,0.57100517,0.70108545,-0.3158372,-0.3643788,0.12120145,1
0.21395817,-0.08741767,0.06947506,0.5590642,-0.06473951,0.043093238,-0.395006,0.47501987,0.18509415,-0.023301866,-0.0435301,0.46257636,0.43587765,-0.08046669,-0.11189619,0.38165277,0.64023376,-0.40075442,-0.4529713,0.06098251,1
0.43610853,-0.27123478,-0.02775872,0.57348347,0.3541614,-0.22772948,-0.37863123,0.6639222,0.5462998,-0.0917338,0.06879653,0.44539687,0.6743902,-0.119935215,-0.09858197,0.36187276,0.59245384,-0.4361257,-0.33261746,-0.047247376,1
0.72483087,-0.017240014,-0.05082083,0.87517405,0.61708814,-0.1570509,-0.06527745,0.6544151,0.98795474,0.2878347,0.26064464,1.0860623,0.9154833,-0.15835303,-0.10190039,0.60557956,0.6034693,-0.3159215,-0.5434175,0.07830236,1
0.8395696,0.74876195,0.99027425,1.0830796,0.84600914,0.7693021,0.6709665,0.8355117,0.98795474,0.6063888,0.43708393,1.0849886,0.97909683,-0.2418314,0.01413504,0.69429684,0.37378302,-0.48107532,-0.6219386,0.21159713,1
0.37584558,0.7048742,0.9693777,0.8079197,-0.0726809,0.64286923,0.582984,0.4142966,0.07731684,0.5994229,0.49635202,0.44770986,0.67868006,-0.25399864,0.05683157,0.5421701,0.49876642,-0.479691,-0.5542535,-0.07180302,1
0.20080101,0.16486312,0.22995089,1.136178,0.031985745,-0.060995344,0.0832437,0.5758409,0.3219454,0.332668,0.501921,0.85084367,0.6588193,-0.09040742,-0.05257465,0.28937393,0.49974388,-0.34336764,-0.5119258,0.045014884,1
0.17101054,0.45505446,1.0698301,0.8618693,0.29013994,0.13867742,0.56478775,0.4324134,0.50913024,0.41011918,0.72558284,0.9341705,0.6271714,-0.17046526,0.1204413,0.30686408,0.36475235,-0.5251499,-0.44260037,0.13996118,1
0.36186832,0.057796538,1.0175107,1.433165,0.4812249,0.060557257,0.623178,1.1090829,0.6322048,0.46233782,0.86664563,1.3652682,0.62734914,-0.08528333,0.042570297,0.42838535,0.3173973,-0.4774039,-0.49680248,0.018602533,1
1.3002913,0.43845615,0.79490703,1.6186253,0.94584745,0.3551861,0.7549665,1.5075803,1.1304865,0.46039915,0.7725213,1.4059755,0.66655177,-0.027140906,0.120168075,0.4759364,0.4068228,-0.27873123,-0.38426942,0.1287978,1
1.3752016,0.44662446,0.7275696,0.8006757,1.0382912,0.16552852,0.6292913,0.78128,0.6989643,0.5282042,0.34698877,0.7319169,0.9913449,0.48724213,0.79651433,0.97530895,0.7957524,0.603869,0.5292445,1.2217494,1
1.3752016,1.0437317,0.92299145,0.8006757,1.0382912,0.75891584,0.85120285,0.78128,0.6989643,0.784775,0.5682673,0.7319169,0.9913449,-0.07010766,-0.05053687,0.97530895,0.7957524,-0.4922116,-0.3491164,1.2217494,1
0.73131555,0.59903795,0.37128812,1.0606157,0.16325647,0.35058457,0.28900874,0.33852142,0.46061036,0.75352436,0.19149975,0.9942867,0.6202861,0.006682485,-0.018621195,0.5356232,0.5631444,-0.58236873,-0.4394658,0.2111129,1
0.64625895,0.7417061,0.5324356,0.9908676,0.29851112,0.76887226,0.57711303,0.33947352,0.37486908,0.9473067,0.34450245,0.99320954,0.65650684,0.1982103,-0.0428085,0.48678786,0.4100825,-0.37764078,-0.5785525,0.27872807,1
0.47823897,0.08928593,0.96929276,0.9908676,0.055397063,-0.38654712,0.58344334,0.33947352,0.48127982,0.0996572,0.44086695,0.99320954,0.9024816,0.20377901,-0.08891482,0.48678786,0.634732,0.00202358,-0.5379507,0.27872807,1
0.52845305,-0.006724348,0.8880191,0.9908676,0.086843535,0.1387017,0.5527526,0.33947352,0.44058496,0.5146889,0.41537702,0.99320954,0.91561675,-0.080626026,-0.02998849,0.48678786,0.61089593,-0.37560153,-0.42041343,0.27872807,1
0.52845305,0.6568039,0.59666544,0.9908676,0.086843535,0.575706,0.7165438,0.33947352,0.44058496,0.75227565,0.7146372,0.99320954,0.91561675,-0.087836996,-0.043730292,0.48678786,0.61089593,-0.40126157,-0.42786837,0.27872807,1
0.56551296,0.7204268,0.60713965,0.42469588,0.41729593,0.5552292,0.6566347,0.3452522,0.703631,0.58321035,0.6992836,0.37027532,0.62458205,-0.047307156,-0.020873124,0.52388257,0.57630044,-0.4914218,-0.50390506,0.1634467,1
0.56551296,0.7382258,0.7753989,0.42469588,0.41729593,0.6729463,0.9049013,0.3452522,0.703631,0.7978424,0.86828184,0.37027532,0.62458205,0.102180436,-0.006972955,0.52388257,0.57630044,-0.23007685,-0.5746204,0.1634467,1
0.52285653,0.47993025,1.1885157,0.4898585,0.48404473,0.46650037,1.313538,0.36619318,0.6692679,0.82816637,0.85269386,0.27113605,0.629306,0.49447024,0.102267385,0.51313835,0.58857244,0.6881162,-0.51354057,0.17604902,1
0.70031506,-0.17616901,-0.10671842,0.632493,0.3467953,-0.49012166,-0.11562841,0.29838583,0.56025416,0.27481493,0.13266106,0.9032745,0.692484,0.18015733,-0.15644921,0.4430351,0.4578715,0.03895586,-0.54516596,0.27336186,1
0.57595617,-0.2563479,-0.20589271,0.47616228,0.24708536,-0.40465936,-0.17961513,0.15784633,0.64486057,0.12138112,0.15041298,0.87355083,0.6071355,-0.027836762,-0.18509693,0.38658413,0.4572237,-0.46718708,-0.54218733,0.3925809,1
