Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,label
0.17653355,1.1641467,0.80126584,0.36787364,0.4488734,0.91989714,0.603433,0.19851299,0.7038571,0.8571177,0.4025319,0.8236007,0.94823706,0.44785818,0.32428417,0.44884273,0.68547136,-0.1700514,0.1518193,0.38777938,4
0.17653355,1.1581529,0.70083183,0.36787364,0.4488734,1.0717188,0.45704982,0.19851299,0.7038571,0.38250768,0.45486486,0.8236007,0.94823706,0.03854554,0.38107747,0.44884273,0.68547136,-0.017680613,0.15726379,0.38777938,4
0.17653355,1.1581529,0.5991647,0.36787364,0.4488734,1.0717188,0.33623788,0.19851299,0.7038571,0.38250768,0.24016446,0.8236007,0.94823706,0.03854554,0.19316964,0.44884273,0.68547136,-0.017680613,-0.004394603,0.38777938,4
0.17653355,1.1581529,0.84205174,1.2881595,0.4488734,1.0717188,0.53210694,1.2609086,0.7038571,0.38250768,0.6068428,1.2546974,0.94823706,0.03854554,0.8861038,1.2594477,0.68547136,-0.017680613,0.5322575,0.9878901,4
0.17653355,1.1581529,0.6492527,1.2844498,0.4488734,1.0717188,0.22010176,1.1745108,0.7038571,0.38250768,0.3169124,1.0651189,0.94823706,0.03854554,0.81063014,1.2060397,0.68547136,-0.017680613,0.56148094,0.9033034,4
0.17653355,0.6562815,0.030002467,1.2844498,0.4488734,0.24107824,-0.3928291,1.1745108,0.7038571,0.5490915,0.03871072,1.0651189,0.94823706,0.39067963,0.27437568,1.2060397,0.68547136,-0.21796443,-0.21731807,0.9033034,4
0.5693203,0.39301988,-0.02402678,0.8304017,0.56594634,0.17663686,-0.15599895,0.6882132,0.7244044,0.6165794,0.10935998,0.5303375,0.9924635,0.23408896,0.2406583,0.722543,0.8608949,-0.28293324,-0.17879482,0.7329023,4
0.044622548,0.22513564,-0.23873194,0.67356586,0.37744346,-0.04605473,-0.21804073,0.57467455,0.691897,0.371144,0.09592569,0.62995964,1.0037128,0.11424223,0.03550393,0.8037569,0.758084,-0.27866837,-0.113683864,0.5464915,4
-0.5610798,0.5913082,0.4849119,0.28535086,0.12596639,0.6089731,0.15144353,0.09125694,0.5177796,0.40903154,0.48379982,0.3537813,1.0763509,0.41902116,0.14344254,0.7562158,0.6210235,-0.15391575,-0.091755174,0.37908795,4
-0.5610798,0.71755487,0.71501964,0.28535086,0.12596639,0.86991775,0.34917784,0.09125694,0.5177796,0.37525067,0.49435353,0.3537813,1.0763509,0.49975654,0.11976713,0.7562158,0.6210235,-0.25731486,-0.06004615,0.37908795,4
-0.5610798,0.72990185,-0.19748096,0.28535086,0.12596639,-0.003817569,-0.3623751,0.09125694,0.5177796,0.3071849,0.31586084,0.3537813,1.0763509,0.3072096,0.17500858,0.7562158,0.6210235,-0.15278906,0.030199716,0.37908795,4
-0.5610798,0.66572815,-0.13788222,0.44772488,0.12596639,0.21079782,-0.44269764,0.32739055,0.5177796,0.4813467,0.45136493,0.7206535,1.0763509,0.26605046,0.1986124,0.8521385,0.6210235,-0.20324188,-0.1394039,0.6156195,4
1.0384638,0.64851886,0.1883649,0.49012676,0.7370592,0.45146143,0.13030122,0.20601971,0.9606821,0.7006858,0.5094728,0.7206535,1.0153091,0.30628765,0.15584484,0.8325677,0.90237767,-0.20799161,-0.34684363,0.61649877,4
1.0291349,0.5053451,0.14692917,0.49463043,0.6922681,0.2403356,0.023226798,0.013776368,0.7126467,0.0981167,0.10380455,0.56050706,0.9636417,0.026702128,-0.000665037,0.8006851,0.80587673,-0.2367112,-0.3676479,0.5785765,4
1.0291349,1.0780492,0.8201667,0.49463043,0.6922681,0.6036993,0.5615957,0.013776368,0.7126467,0.79795027,0.7470472,0.56050706,0.9636417,0.26956153,0.25883013,0.8006851,0.80587673,-0.26598877,-0.23452665,0.5785765,4
1.0291349,1.0780492,0.9519903,0.49463043,0.6922681,0.6036993,0.72813296,0.013776368,0.7126467,0.79795027,0.7444804,0.56050706,0.9636417,0.26956153,0.39081386,0.8006851,0.80587673,-0.26598877,0.013909424,0.5785765,4
1.0645022,1.0780492,0.62288326,0.7494637,1.0631545,0.6036993,0.4735944,0.7654188,0.99651694,0.79795027,0.5302741,0.6622337,1.1977559,0.26956153,0.28779396,0.96019995,1.0352668,-0.26598877,0.06257982,0.6614849,4
0.8521914,0.83705163,0.74120384,0.6763878,0.952105,0.7044994,0.4317139,0.79489547,0.96068,0.87696165,0.2835647,0.5904564,1.1931313,0.49889365,0.25953826,0.9252558,0.98906666,-0.25466332,-0.046624087,0.7127415,4
0.6210366,0.80502117,0.59358025,0.011716073,0.5822074,0.56481874,0.3566936,0.4731844,0.81115246,0.8399426,0.2559321,0.39410505,0.8948456,0.4889744,0.18602015,0.99941605,1.001752,-0.067858875,-0.07650786,0.61651504,4
0.5785041,0.6234962,0.99931675,0.08538396,0.49657142,0.38696536,0.40825075,0.40162846,0.723497,0.5319961,0.23541425,0.38645816,0.7733059,0.31148207,0.1257489,1.0195729,0.9043256,-0.12425398,-0.16710672,0.62272865,4
0.5785041,0.6234962,0.68914443,0.08538396,0.49657142,0.38696536,0.2763615,0.40162846,0.723497,0.5319961,0.102127194,0.38645816,0.7733059,0.31148207,0.09835187,1.0195729,0.9043256,-0.12425398,-0.17127939,0.62272865,4
0.5785041,0.6234962,0.44792685,0.08538396,0.49657142,0.38696536,0.31352746,0.40162846,0.723497,0.5319961,0.012764371,0.38645816,0.7733059,0.31148207,0.19303158,1.0195729,0.9043256,-0.12425398,-0.014084293,0.62272865,4
0.5785041,0.8083828,0.93235755,0.08538396,0.49657142,0.09765897,1.276022,0.40162846,0.723497,-0.079389624,0.9455663,0.38645816,0.7733059,0.29052255,0.44756585,1.0195729,0.9043256,-0.049404334,0.095584854,0.62272865,4
0.5785041,0.4658657,1.1011169,0.08538396,0.49657142,0.21624216,1.392013,0.40162846,0.723497,0.14731786,0.9334709,0.38645816,0.7733059,0.55966854,0.4086446,1.0195729,0.9043256,0.3852719,0.113317,0.62272865,4
0.5785041,0.4658657,0.9568108,0.08538396,0.49657142,0.21624216,0.70517266,0.40162846,0.723497,0.14731786,0.52007115,0.38645816,0.7733059,0.55966854,0.26615995,1.0195729,0.9043256,0.3852719,-0.30709028,0.62272865,4
0.5785041,0.5119603,0.3107467,0.08538396,0.49657142,0.5117879,-0.078024335,0.40162846,0.723497,0.33710825,0.15614901,0.38645816,0.7733059,0.50619066,0.27424997,1.0195729,0.9043256,-0.18584764,-0.27624092,0.62272865,4
0.5785041,0.6905635,0.61593485,0.68709064,0.49657142,0.45626587,0.5933419,0.45608893,0.723497,0.4158116,0.81520706,0.63038784,0.7733059,0.40979564,0.3624399,0.8020886,0.9043256,-0.14433709,-0.33062035,0.9874848,4
0.5785041,0.11376505,0.70443344,0.68709064,0.49657142,0.10151868,0.69893223,0.45608893,0.723497,0.6225684,0.8277528,0.63038784,0.7733059,0.23930153,0.48063812,0.8020886,0.9043256,-0.22071794,-0.16843101,0.9874848,4
-0.11073609,-0.21580671,0.04386067,0.2820274,0.123122714,-0.44048938,0.20621724,-0.05766016,0.43627664,0.2615875,0.77112985,0.61989295,1.001603,0.002740837,0.011329568,0.5405054,0.76635534,-0.27576262,-0.2637711,0.53153944,4
-0.13780192,0.13384995,0.9391217,0.37562257,0.2069984,-0.16819675,0.99760956,-0.026897874,0.43304375,-0.074566245,0.95364237,0.6088084,1.0147859,0.02544793,0.321728,0.44261566,0.8514129,-0.32491428,-0.21078518,0.5578796,4
-0.13780192,0.13384995,1.0030689,0.37562257,0.2069984,-0.16819675,0.9470734,-0.026897874,0.43304375,-0.074566245,0.95013154,0.6088084,1.0147859,0.02544793,0.45427954,0.44261566,0.8514129,-0.32491428,0.19191661,0.5578796,4
-0.13780192,0.31487903,0.4178439,0.37562257,0.2069984,0.2819357,-0.052597042,-0.026897874,0.43304375,0.4505134,0.5653847,0.6088084,1.0147859,0.20874737,0.33551052,0.44261566,0.8514129,0.06023002,-0.029674964,0.5578796,4
-0.13780192,0.572228,0.7078735,0.37562257,0.2069984,0.032425858,0.4843525,-0.026897874,0.43304375,0.4509031,0.6069353,0.6088084,1.0147859,0.13810696,0.2816805,0.44261566,0.8514129,0.04390233,-0.14654791,0.5578796,4
-0.13780192,0.5626244,0.9792719,0.37562257,0.2069984,-0.030356953,0.9210775,-0.026897874,0.43304375,0.021927504,1.1633391,0.6088084,1.0147859,0.10697891,0.18757093,0.44261566,0.8514129,-0.023708202,-0.15051842,0.5578796,4
-0.13780192,0.38118038,1.056747,0.37562257,0.2069984,-0.1625707,0.91543394,-0.026897874,0.43304375,-0.045932595,1.1666821,0.6088084,1.0147859,0.04889828,0.346049,0.44261566,0.8514129,-0.12663436,-0.24996044,0.5578796,4
-0.13780192,0.38118038,0.94411606,0.37562257,0.2069984,-0.1625707,0.5786203,-0.026897874,0.43304375,-0.045932595,0.5175007,0.6088084,1.0147859,0.04889828,0.1290337,0.44261566,0.8514129,-0.12663436,-0.20275694,0.5578796,4
-0.13780192,0.38118038,1.0699116,0.37562257,0.2069984,-0.1625707,0.725276,-0.026897874,0.43304375,-0.045932595,0.47243962,0.6088084,1.0147859,0.04889828,0.1350293,0.44261566,0.8514129,-0.12663436,-0.12889719,0.5578796,4
-0.13780192,0.38118038,0.9653445,0.37562257,0.2069984,-0.1625707,0.8112108,-0.026897874,0.43304375,-0.045932595,0.67814094,0.6088084,1.0147859,0.04889828,0.013141398,0.44261566,0.8514129,-0.12663436,-0.17989032,0.5578796,4
-0.13780192,0.38118038,0.93598735,0.6345887,0.2069984,-0.1625707,0.8147821,0.62951857,0.43304375,-0.045932595,0.67579174,0.54018366,1.0147859,0.04889828,0.021497538,0.8716477,0.8514129,-0.12663436,-0.13185199,0.83386534,4
-0.13780192,0.71617377,0.22336134,0.59150565,0.2069984,0.6363693,0.354359,0.5610742,0.43304375,0.88747054,0.23653245,0.5409864,1.0147859,0.38147712,0.13925047,0.9081416,0.8514129,-0.2221796,-0.2846981,0.8452712,4
-0.13780192,0.8898889,0.28192243,0.49899432,0.2069984,0.76705974,0.13289808,0.42237034,0.43304375,0.84342223,0.28112075,0.3925995,1.0147859,0.29455388,0.08786443,0.94309664,0.8514129,-0.12779823,-0.24582238,0.8492372,4
-0.13780192,0.65036726,0.18789007,0.49899432,0.2069984,0.025839249,0.028372321,0.42237034,0.43304375,-0.211742,0.2856933,0.3925995,1.0147859,0.123451695,0.19232836,0.94309664,0.8514129,-0.39770827,-0.0310644,0.8492372,4
0.1214965,0.50867367,0.19472398,0.6891063,0.09684583,0.3118482,0.20071216,0.39626998,0.5182428,0.4135897,0.3710009,0.66408634,1.0879648,0.19704537,0.1710309,1.0620316,0.9141672,-0.23237811,-0.118569285,0.66678786,4
0.19891566,0.4810354,0.16158247,0.7303502,0.12933746,0.39187378,0.19283834,0.2600104,0.39049536,0.41558248,0.3547466,0.45092118,1.027414,0.20940879,0.13486813,1.0852878,0.8992143,-0.18065497,-0.32143945,0.6502562,4
0.61859673,-0.1771581,-0.012324606,0.36221611,-0.11189437,-0.3667171,-0.49035582,-0.048412852,0.5412253,0.0579647,0.23399322,0.6957154,1.3472635,0.092864685,-0.04667308,0.90595096,0.8241942,-0.29541942,-0.33194736,0.79909575,4
0.570062,-0.13820468,0.12241985,0.39374816,-0.011531312,-0.23566905,-0.41824353,0.16467665,0.5412253,-0.08820759,0.29975888,0.57844305,1.3193305,0.19741742,0.13688442,0.8919457,0.92057306,-0.18521066,-0.2495978,0.7314256,4
0.58975416,0.59955055,0.547415,0.45634177,0.054634266,0.54862994,0.46282235,0.07774333,0.48725453,0.41020885,0.5770064,0.24284884,1.3051827,0.2605769,0.064337246,0.80301064,0.9479135,-0.08146769,-0.13360073,0.7523352,4
0.58975416,0.81525356,0.5862256,0.45634177,0.054634266,0.58699644,0.37371078,0.07774333,0.48725453,0.6446148,0.664697,0.24284884,1.3051827,0.2089378,0.07886443,0.80301064,0.9479135,-0.011444817,-0.14167894,0.7523352,4
0.58975416,0.9541577,0.6512387,0.6275501,0.054634266,0.7160422,0.47903138,0.42464864,0.48725453,0.89077,0.69754523,0.26724964,1.3051827,0.2890661,0.15611064,0.78771955,0.9479135,-0.006105718,-0.22648579,0.6841713,4
0.86813515,0.8186171,0.6763217,0.5383668,0.8187679,0.3766398,0.46084207,0.4769028,1.0228946,0.8797755,0.60111266,0.77765757,0.99592805,0.46310163,0.35021004,1.2526369,1.2419268,0.49333847,0.18041758,1.1749895,4
0.57233626,0.41645196,0.44229767,0.4172438,0.75586003,0.3289289,0.14479735,0.41285193,1.0092311,0.2448899,0.27010083,0.7608964,1.0748307,0.31074378,0.25427204,1.1911374,1.3904753,0.29185006,0.094143555,1.2045894,4
0.57233626,0.7822729,0.5000117,0.4172438,0.75586003,0.5361776,0.21722272,0.41285193,1.0092311,0.27406433,0.38205713,0.7608964,1.0748307,0.22574598,0.24557608,1.1911374,1.3904753,0.06116944,-0.1295183,1.2045894,4
0.57233626,0.75053304,0.3881726,0.98270243,0.75586003,0.31201598,-0.051381078,0.8212334,1.0092311,0.37769184,0.48993573,0.81028706,1.0748307,0.3468719,0.2581842,0.86598885,1.3904753,-0.003810422,-0.2348195,0.82923526,4
0.5109075,0.24384134,0.027666457,0.7437222,0.80963314,0.05822268,-0.20059848,0.7250114,1.090255,0.5658019,0.41955453,1.1430405,1.2337422,0.09603687,0.052600995,0.96765447,1.0979613,-0.11923379,-0.058350507,0.6523376,4
0.35488424,0.8563597,0.31360543,0.31215122,0.61969584,0.79951614,0.24707158,0.30694097,0.87536263,0.9789569,0.3109786,0.7805247,1.0763205,0.21811625,-0.00577659,0.7150832,1.0809443,-0.051571604,-0.14335014,0.41075498,4
0.42596108,0.957668,0.868635,0.3966085,0.6950534,0.6190492,0.7079604,0.20318158,0.621783,0.65559804,0.4942769,0.14390683,0.9375872,0.117457494,0.004309151,0.43256193,0.9673515,0.02929321,-0.014938456,0.498207,4
0.42596108,0.3090837,0.10394867,0.7008414,0.6950534,-0.18136382,0.001065422,0.82331926,0.621783,-0.09616579,0.10731357,0.96412367,0.9375872,0.1131037,-0.015767334,0.78752166,0.9673515,0.06612723,0.004241102,0.7610349,4
0.36085123,-0.2983061,0.045683276,0.44586736,0.5356682,-0.4541294,-0.18964323,0.46330777,0.80101496,0.01884723,0.009255255,1.0363548,1.1626962,-0.03821839,0.07454707,0.6889058,1.0361462,-0.23422365,-0.15089932,0.7290869,4
0.38713035,0.34735602,-0.120279476,0.16239268,0.36049062,0.037243783,-0.049399063,0.104331486,0.8553102,0.2533249,0.064351395,0.7670531,1.0809344,0.08754274,0.1302608,0.81812197,1.0491617,-0.22293165,-0.25554293,0.84789366,4
0.46289122,0.75667185,0.09958534,0.12714158,0.3576187,0.24712542,0.15601611,0.115921944,0.5483038,0.6471528,0.64054865,0.4009039,1.0577952,0.16356125,0.12126362,0.9549632,1.2002158,-0.14160597,-0.0788493,0.7897829,4
0.81807244,0.9778867,0.17198412,0.48630393,0.25386265,0.7195833,0.2336067,0.4983919,0.4035597,0.96297157,0.54118925,0.5753343,1.2282059,0.34242943,0.17217465,0.9606228,0.9411419,-0.11530009,0.07860996,0.6851697,4
0.65267134,0.7029185,0.0728396,0.29651952,0.12424602,0.5262832,0.041188445,0.25084674,0.29250875,0.9634944,0.35857955,0.6388391,1.0569233,0.3019041,0.124852546,0.827216,0.8995272,-0.12605229,-0.09608408,0.75482523,4
0.5067579,0.27888983,0.4480955,0.7025319,0.103434384,-0.22415315,0.32601327,0.43881366,0.37375206,0.000800611,0.7372711,0.9109631,0.82568324,0.0668156,0.23884428,0.7566359,0.8291946,-0.271008,-0.09992096,0.7244182,4
0.4664149,0.51741445,0.4694698,0.37842077,0.49691308,-0.02830885,0.08147447,0.5927121,1.0346594,-0.30654758,0.45767188,1.044114,0.91516966,0.23188281,0.36772534,1.0815337,0.765348,0.10123157,0.47062993,0.6882303,4
0.53758436,0.51741445,0.15630624,0.34830633,0.50043464,-0.02830885,-0.13772862,0.20632017,0.84081846,-0.30654758,0.029898822,0.5741979,0.3708717,0.23188281,0.14226636,0.31794107,0.10666449,0.10123157,-0.44255686,-0.18865854,4
0.6099308,0.51741445,0.3373518,0.556479,0.5857388,-0.02830885,-0.018689688,0.37568414,0.82401806,-0.30654758,-0.06992604,0.53976464,0.4341976,0.23188281,0.09337403,0.28147116,0.10643181,0.10123157,-0.51555073,-0.25994563,4
0.6099308,0.51741445,0.30249685,0.556479,0.5857388,-0.02830885,-0.12687948,0.37568414,0.82401806,-0.30654758,0.28765884,0.53976464,0.4341976,0.23188281,0.21356569,0.28147116,0.10643181,0.10123157,-0.28815153,-0.25994563,4
0.6099308,0.51741445,0.31545544,0.556479,0.5857388,-0.02830885,-0.06151645,0.37568414,0.82401806,-0.30654758,0.27686614,0.53976464,0.4341976,0.23188281,0.19440924,0.28147116,0.10643181,0.10123157,-0.24750768,-0.25994563,4
0.6099308,0.51741445,0.8194378,0.556479,0.5857388,-0.02830885,0.6652969,0.37568414,0.82401806,-0.30654758,0.4434724,0.53976464,0.4341976,0.23188281,0.28278455,0.28147116,0.10643181,0.10123157,-0.2586481,-0.25994563,4
0.6099308,0.51741445,0.7568894,0.556479,0.5857388,-0.02830885,0.6585199,0.37568414,0.82401806,-0.30654758,0.36577952,0.53976464,0.4341976,0.23188281,0.317378,0.28147116,0.10643181,0.10123157,-0.17909291,-0.25994563,4
0.6099308,0.51741445,-0.08405757,0.556479,0.5857388,-0.02830885,0.2492128,0.37568414,0.82401806,-0.30654758,0.15547128,0.53976464,0.4341976,0.23188281,0.23926705,0.28147116,0.10643181,0.10123157,-0.16485246,-0.25994563,4
0.6099308,0.51741445,-0.04993701,0.556479,0.5857388,-0.02830885,0.30624944,0.37568414,0.82401806,-0.30654758,0.15547128,0.53976464,0.4341976,0.23188281,0.27752918,0.28147116,0.10643181,0.10123157,-0.15579408,-0.25994563,4
0.94733626,0.51741445,-0.36833087,0.26718488,0.62874216,-0.02830885,-0.46332455,0.29844996,0.72508276,-0.30654758,0.14437558,0.3560473,0.2615458,0.23188281,-0.007033478,0.34280023,-0.06876011,0.10123157,-0.3515441,0.014744022,4
0.99232906,0.51741445,-0.41074753,-0.095340535,0.57446533,-0.02830885,-0.5444881,0.04002489,0.7200893,-0.30654758,-0.004841763,0.3368122,0.13414413,0.23188281,-0.08368633,0.38015002,-0.054656066,0.10123157,-0.35410738,-0.019415531,4
0.93156266,0.51741445,-0.24503435,-0.14815105,0.41976997,-0.02830885,-0.50418943,-0.07818423,0.6775821,-0.30654758,-0.015988825,0.25685003,0.093116276,0.23188281,-0.26115972,0.31468502,-0.1763445,0.10123157,-0.30308136,-0.003784393,4
0.06171989,0.51741445,-0.10222775,0.27735305,0.15212123,-0.02830885,-0.13427863,0.14123872,0.8105248,-0.30654758,0.091876976,0.54605246,0.26444438,0.23188281,0.056396715,0.29422334,-0.005341201,0.10123157,-0.3780816,-0.053807285,4
-0.1763804,0.51741445,-0.035183746,-0.102811925,0.29623133,-0.02830885,-0.17435773,0.291112,0.8380761,-0.30654758,0.2187947,0.5448387,0.17459571,0.23188281,-0.06598427,0.28447822,-0.1277977,0.10123157,-0.32885584,0.14627145,4
-0.13203514,0.51741445,0.14293382,-0.13755147,0.29673952,-0.02830885,-0.009176521,0.34322572,0.7024826,-0.30654758,0.18332171,0.52594775,0.06809684,0.23188281,-0.08180364,0.3175699,-0.11127703,0.10123157,-0.26877564,0.25799087,4
-0.13203514,0.51741445,0.14293382,-0.13755147,0.29673952,-0.02830885,-0.009176521,0.34322572,0.7024826,-0.30654758,0.18332171,0.52594775,0.06809684,0.23188281,-0.08180364,0.3175699,-0.11127703,0.10123157,-0.26877564,0.25799087,4
0.41652614,0.51741445,0.39124992,0.5744944,0.5390208,-0.02830885,0.2544338,0.554488,0.6137475,-0.30654758,0.3618046,0.8719474,0.30123198,0.23188281,0.055701863,0.45255992,-0.16766015,0.10123157,-0.28525633,0.06755389,4
0.7923828,0.51741445,0.803259,0.51326215,0.66988194,-0.02830885,0.599663,0.4858812,0.6137475,-0.30654758,0.78111875,0.87390155,0.45838273,0.23188281,0.22149546,0.4579255,-0.09163386,0.10123157,-0.12208209,0.07620531,4
0.94653493,0.51741445,0.89527786,0.2957662,0.67923456,-0.02830885,0.69938314,0.19259612,0.42519596,-0.30654758,0.76372164,0.6729789,0.5656178,0.23188281,0.36480346,0.38145727,-0.10000809,0.10123157,-0.33444542,-0.02604461,4
0.94653493,0.51741445,0.6402902,0.2957662,0.67923456,-0.02830885,0.47633937,0.19259612,0.42519596,-0.30654758,0.6628161,0.6729789,0.5656178,0.23188281,0.32108355,0.38145727,-0.10000809,0.10123157,-0.32802492,-0.02604461,4
0.79336476,0.51741445,0.013315451,0.37515467,0.7823573,-0.02830885,-0.26786566,-0.17117836,0.31620634,-0.30654758,-0.13544782,0.2835243,0.17090498,0.23188281,-0.052710075,0.24665542,-0.050843935,0.10123157,-0.28532386,-0.12413678,4
0.79336476,0.51741445,0.17781897,0.37515467,0.7823573,-0.02830885,-0.2530872,-0.17117836,0.31620634,-0.30654758,-0.24351837,0.2835243,0.17090498,0.23188281,0.028851455,0.24665542,-0.050843935,0.10123157,-0.33949596,-0.12413678,4
0.4422278,0.51741445,0.018157134,0.3620047,0.17305152,-0.02830885,-0.21541621,0.09668537,0.43718743,-0.30654758,0.1002962,0.34651008,0.38597104,0.23188281,0.006793048,0.21586926,-0.03887565,0.10123157,-0.03662394,-0.10379135,4
0.5619507,0.51741445,0.27569064,0.4774061,0.77207255,-0.02830885,0.2130709,0.04287943,1.1611856,-0.30654758,0.3080804,0.8191877,0.52206546,0.23188281,-0.03730566,0.30070692,-0.0706908,0.10123157,-0.13008206,-0.12003518,4
0.86084867,0.51741445,0.4475222,0.22728646,1.0348943,-0.02830885,0.47661242,0.57301575,1.1411163,-0.30654758,0.47321442,0.9220738,0.4978679,0.23188281,-0.10688488,0.34919712,0.10670332,0.10123157,-0.15444462,0.03629273,4
0.8479542,0.51741445,0.49990484,-0.35413313,0.9589442,-0.02830885,0.4078124,0.77828956,0.9793442,-0.30654758,0.23785955,0.7873375,0.21003826,0.23188281,-0.06363216,0.11607795,0.1449847,0.10123157,-0.061854076,0.06510534,4
0.8479542,0.51741445,0.49990484,-0.35413313,0.9589442,-0.02830885,0.4078124,0.77828956,0.9793442,-0.30654758,0.23785955,0.7873375,0.21003826,0.23188281,-0.06363216,0.11607795,0.1449847,0.10123157,-0.061854076,0.06510534,4
0.34886235,0.51741445,-0.056535743,0.45188665,0.45387456,-0.02830885,-0.43537685,0.18528381,0.3062095,-0.30654758,0.065468796,0.23965384,0.11874265,0.23188281,-0.015025102,0.09564662,-0.027131861,0.10123157,-0.19011587,-0.03990556,4
0.3109975,0.51741445,0.19148597,0.5339367,0.48200595,-0.02830885,-0.12334839,0.25831127,0.21050967,-0.30654758,0.29561752,0.15608571,0.079310775,0.23188281,0.06384234,0.1144997,0.005240499,0.10123157,-0.19591935,-0.07071332,4
0.8138454,0.51741445,-0.122028396,0.2302777,0.52114147,-0.02830885,-0.052532032,0.4771875,0.8175345,-0.30654758,0.45392302,0.79473543,0.26846954,0.23188281,-0.007311459,0.51568997,-0.0812032,0.10123157,-0.17687799,0.0960951,4
0.28078383,0.51741445,0.17639476,0.28251168,0.320403,-0.02830885,0.024976231,0.33260515,0.53943384,-0.30654758,0.3024485,0.768754,0.25634933,0.23188281,-0.115779884,0.27555358,-0.095266655,0.10123157,-0.15565494,-0.11542245,4
0.6058108,0.51741445,0.45058626,0.4224916,0.3206781,-0.02830885,0.17021966,0.2313439,0.36950758,-0.30654758,0.21000552,0.31468353,0.31201297,0.23188281,-0.18332483,-0.10775721,-0.24340455,0.10123157,-0.018364795,-0.25109357,4
0.6058108,0.51741445,0.4127135,0.4224916,0.3206781,-0.02830885,0.07910926,0.2313439,0.36950758,-0.30654758,0.36669236,0.31468353,0.31201297,0.23188281,0.13896015,-0.10775721,-0.24340455,0.10123157,-0.14905638,-0.25109357,4
0.8864416,0.51741445,0.3175591,0.7944608,0.9100013,-0.02830885,0.15395191,0.5727591,1.0736245,-0.30654758,0.5352968,1.0323296,0.65070575,0.23188281,0.11459777,0.28201982,0.05055794,0.10123157,-0.20096911,-0.17995203,4
0.93071455,0.51741445,0.28165627,0.86460835,0.90003765,-0.02830885,0.10467491,0.6424984,1.1384735,-0.30654758,0.5301174,1.0642108,0.6238115,0.23188281,0.054363534,0.40389535,-0.12686236,0.10123157,-0.30913392,-0.07342638,4
0.30561793,0.51741445,-0.037053727,0.023475079,0.29384136,-0.02830885,-0.21097936,0.33937946,0.7447111,-0.30654758,0.32230097,0.8538799,0.27253434,0.23188281,-0.065159455,0.3458862,-0.19668925,0.10123157,-0.37870777,-0.17259695,4
0.14800669,0.51741445,0.80104536,0.40446115,0.23843662,-0.02830885,0.2686602,0.58810353,0.6028974,-0.30654758,0.637143,0.70831,0.2861379,0.23188281,0.09361581,0.3776164,-0.08480564,0.10123157,-0.47556618,-0.3707437,4
0.2202211,0.51741445,1.062562,0.55598587,0.29140407,-0.02830885,0.28942758,0.640207,0.5673052,-0.30654758,0.581737,0.6720412,0.40335816,0.23188281,0.007372976,0.36138666,-0.04642698,0.10123157,-0.352266,-0.30996346,4
0.6565895,0.51741445,0.53337264,0.7619624,0.5903945,-0.02830885,0.24554196,0.38966283,0.6519764,-0.30654758,0.5496966,0.7221359,0.55900353,0.23188281,0.04692989,0.59691566,-0.10611462,0.10123157,-0.28031912,0.049317777,4
0.58229905,0.51741445,0.6757811,0.81938386,0.51300704,-0.02830885,0.52439624,0.45540515,0.7022376,-0.30654758,0.5912866,0.6394668,0.43875068,0.23188281,0.08138495,0.62563854,-0.07063175,0.10123157,-0.21775614,0.0316024,4
-0.10700116,0.51741445,0.7674191,1.0186334,-0.24339667,-0.02830885,0.65454984,0.820743,0.47665936,-0.30654758,0.82118535,1.0890787,0.093419395,0.23188281,0.22153808,0.59441173,-0.18562788,0.10123157,-0.22533706,-0.11279928,4
0.6642336,0.51741445,0.9186706,1.0223751,0.26918674,-0.02830885,0.70360744,0.8223256,0.46084678,-0.30654758,0.79318506,1.0907209,0.4461239,0.23188281,0.31996784,0.4474784,0.03980258,0.10123157,-0.33313888,0.03852991,4
0.71222883,0.51741445,0.96704805,0.93290883,0.2126476,-0.02830885,0.7422045,0.84763044,0.42985344,-0.30654758,0.6192827,0.96466863,0.42178932,0.23188281,0.19431725,0.4502307,0.04838391,0.10123157,-0.3199225,0.017820222,4
0.71222883,0.51741445,0.92600965,0.48809323,0.2126476,-0.02830885,0.6495983,0.6308044,0.42985344,-0.30654758,0.46030527,0.5912686,0.42178932,0.23188281,0.037122533,0.46201757,0.04838391,0.10123157,-0.44004762,-0.13978429,4
0.3404069,0.51741445,-0.004486164,0.6464144,0.0427344,-0.02830885,-0.020461163,-0.006533676,0.4561533,-0.30654758,0.1123045,0.46987063,0.3507622,0.23188281,0.17014591,0.26236805,-0.040457323,0.10123157,-0.24993485,-0.1774344,4
0.3404069,0.51741445,0.17221479,0.6464144,0.0427344,-0.02830885,-0.036551766,-0.006533676,0.4561533,-0.30654758,0.15278961,0.46987063,0.3507622,0.23188281,0.16061194,0.26236805,-0.040457323,0.10123157,-0.23410456,-0.1774344,4
0.3404069,0.51741445,0.24620573,0.45023814,0.0427344,-0.02830885,-0.19694243,-0.07367998,0.4561533,-0.30654758,0.041880377,0.42739132,0.3507622,0.23188281,0.16368835,0.27624187,-0.040457323,0.10123157,-0.1969966,-0.24157026,4
